MAG13_MS100_SN338 X,MAG13_MS100_SN338 Y,MAG13_MS100_SN338 Z,MAG13_MS100_SN596 X,MAG13_MS100_SN596 Y,MAG13_MS100_SN596 Z,MAG13_MS100_SN597 X,MAG13_MS100_SN597 Y,MAG13_MS100_SN597 Z,MAG13_MSL100_SN773 X,MAG13_MSL100_SN773 Y,MAG13_MSL100_SN773 Z,MAG13_MSL100_SN594 X,MAG13_MSL100_SN594 Y,MAG13_MSL100_SN594 Z,MAG13_MSL100_SN777 X,MAG13_MSL100_SN777 Y,MAG13_MSL100_SN777 Z,MAG13_MS70_SN339 X,MAG13_MS70_SN339 Y,MAG13_MS70_SN339 Z
-469.809E-9,-518.685E-9,19.754E-9,-577.176E-9,-529.101E-9,40.787E-9,-775.285E-9,-580.982E-9,164.579E-9,-922.514E-9,-533.108E-9,205.443E-9,-1.359E-6,-495.850E-9,437.605E-9,-2.296E-6,-355.030E-9,766.918E-9,-6.278E-6,1.341E-6,2.502E-6
-468.474E-9,-519.219E-9,19.620E-9,-576.509E-9,-528.567E-9,41.388E-9,-774.417E-9,-581.049E-9,164.246E-9,-924.251E-9,-532.974E-9,205.643E-9,-1.359E-6,-495.048E-9,438.406E-9,-2.295E-6,-355.231E-9,766.651E-9,-6.278E-6,1.340E-6,2.502E-6
-470.009E-9,-517.884E-9,20.555E-9,-577.176E-9,-528.300E-9,41.988E-9,-774.684E-9,-581.583E-9,165.982E-9,-922.314E-9,-531.706E-9,206.445E-9,-1.356E-6,-496.050E-9,438.606E-9,-2.295E-6,-355.030E-9,766.718E-9,-6.278E-6,1.341E-6,2.503E-6
-469.676E-9,-518.552E-9,21.356E-9,-575.841E-9,-529.502E-9,43.391E-9,-775.752E-9,-580.782E-9,164.646E-9,-925.319E-9,-532.306E-9,206.178E-9,-1.359E-6,-495.315E-9,440.009E-9,-2.296E-6,-354.696E-9,767.052E-9,-6.277E-6,1.341E-6,2.503E-6
-469.809E-9,-520.087E-9,20.154E-9,-575.974E-9,-528.501E-9,43.992E-9,-776.487E-9,-581.183E-9,165.581E-9,-926.120E-9,-531.505E-9,206.445E-9,-1.359E-6,-494.648E-9,439.007E-9,-2.295E-6,-354.830E-9,766.918E-9,-6.277E-6,1.341E-6,2.503E-6
-469.943E-9,-520.555E-9,20.154E-9,-575.574E-9,-527.632E-9,44.459E-9,-776.954E-9,-580.114E-9,164.379E-9,-923.983E-9,-531.906E-9,205.510E-9,-1.359E-6,-494.915E-9,439.341E-9,-2.296E-6,-354.696E-9,766.918E-9,-6.276E-6,1.342E-6,2.504E-6
-470.610E-9,-518.285E-9,19.153E-9,-576.575E-9,-527.699E-9,43.591E-9,-777.088E-9,-578.779E-9,163.979E-9,-924.117E-9,-530.904E-9,205.844E-9,-1.358E-6,-495.048E-9,438.206E-9,-2.295E-6,-354.830E-9,767.719E-9,-6.276E-6,1.343E-6,2.504E-6
-471.545E-9,-520.021E-9,20.288E-9,-576.375E-9,-527.900E-9,45.260E-9,-776.821E-9,-579.580E-9,162.643E-9,-924.384E-9,-531.505E-9,206.445E-9,-1.358E-6,-494.514E-9,438.940E-9,-2.295E-6,-354.563E-9,767.052E-9,-6.275E-6,1.343E-6,2.504E-6
-473.014E-9,-520.087E-9,20.154E-9,-575.974E-9,-528.100E-9,44.793E-9,-775.686E-9,-577.577E-9,164.780E-9,-924.117E-9,-531.105E-9,205.643E-9,-1.358E-6,-495.048E-9,439.608E-9,-2.296E-6,-354.630E-9,766.918E-9,-6.275E-6,1.344E-6,2.505E-6
-471.011E-9,-520.555E-9,19.220E-9,-576.509E-9,-527.900E-9,45.394E-9,-776.554E-9,-578.378E-9,163.979E-9,-924.785E-9,-531.639E-9,206.044E-9,-1.358E-6,-494.514E-9,438.807E-9,-2.295E-6,-354.830E-9,766.918E-9,-6.275E-6,1.343E-6,2.505E-6
-471.812E-9,-518.886E-9,19.754E-9,-576.375E-9,-527.900E-9,45.995E-9,-776.287E-9,-575.974E-9,164.379E-9,-926.120E-9,-531.505E-9,205.243E-9,-1.357E-6,-494.447E-9,439.808E-9,-2.296E-6,-354.429E-9,767.519E-9,-6.274E-6,1.344E-6,2.505E-6
-472.881E-9,-521.223E-9,20.021E-9,-576.909E-9,-528.167E-9,45.127E-9,-776.020E-9,-576.909E-9,164.112E-9,-924.251E-9,-531.505E-9,205.643E-9,-1.357E-6,-494.381E-9,439.341E-9,-2.295E-6,-354.696E-9,767.185E-9,-6.274E-6,1.344E-6,2.505E-6
-473.014E-9,-520.889E-9,18.953E-9,-575.974E-9,-528.300E-9,45.794E-9,-776.086E-9,-577.176E-9,163.177E-9,-924.117E-9,-532.106E-9,204.842E-9,-1.358E-6,-494.648E-9,438.006E-9,-2.295E-6,-354.830E-9,766.918E-9,-6.274E-6,1.344E-6,2.506E-6
-472.747E-9,-521.089E-9,19.086E-9,-575.974E-9,-527.632E-9,46.863E-9,-777.488E-9,-575.974E-9,164.780E-9,-924.785E-9,-532.974E-9,204.442E-9,-1.357E-6,-495.182E-9,438.673E-9,-2.295E-6,-355.498E-9,766.785E-9,-6.274E-6,1.344E-6,2.506E-6
-473.815E-9,-520.688E-9,19.553E-9,-577.777E-9,-527.699E-9,46.796E-9,-775.485E-9,-575.774E-9,161.174E-9,-924.518E-9,-531.105E-9,204.842E-9,-1.357E-6,-494.648E-9,438.006E-9,-2.295E-6,-354.830E-9,767.319E-9,-6.274E-6,1.345E-6,2.506E-6
-473.014E-9,-521.623E-9,18.552E-9,-576.642E-9,-526.297E-9,47.130E-9,-775.752E-9,-575.307E-9,161.708E-9,-924.251E-9,-532.574E-9,205.510E-9,-1.357E-6,-494.514E-9,438.673E-9,-2.295E-6,-354.963E-9,766.517E-9,-6.273E-6,1.345E-6,2.506E-6
-473.815E-9,-520.288E-9,19.353E-9,-574.973E-9,-525.496E-9,47.998E-9,-777.288E-9,-574.773E-9,161.775E-9,-925.519E-9,-532.306E-9,206.445E-9,-1.357E-6,-495.048E-9,438.807E-9,-2.296E-6,-354.830E-9,767.319E-9,-6.273E-6,1.345E-6,2.506E-6
-474.082E-9,-522.024E-9,19.220E-9,-575.173E-9,-525.362E-9,47.130E-9,-777.622E-9,-576.242E-9,161.174E-9,-924.785E-9,-533.375E-9,205.643E-9,-1.357E-6,-495.583E-9,438.940E-9,-2.296E-6,-354.963E-9,766.785E-9,-6.273E-6,1.345E-6,2.506E-6
-475.017E-9,-522.691E-9,18.752E-9,-576.375E-9,-527.098E-9,47.597E-9,-776.287E-9,-576.175E-9,160.173E-9,-924.718E-9,-531.505E-9,205.243E-9,-1.357E-6,-495.850E-9,441.211E-9,-2.296E-6,-354.830E-9,767.519E-9,-6.273E-6,1.345E-6,2.506E-6
-474.216E-9,-523.092E-9,19.487E-9,-575.707E-9,-524.962E-9,47.397E-9,-776.821E-9,-575.440E-9,160.640E-9,-925.185E-9,-531.906E-9,205.376E-9,-1.357E-6,-495.315E-9,439.207E-9,-2.295E-6,-355.231E-9,767.319E-9,-6.273E-6,1.345E-6,2.507E-6
